"city","establishmentname","address","type","lat","lon"
"NEW WESTMINSTER","QUEENSBOROUGH LIQUOR STORE","T140 - 805 BOYD STREET","Private Liquor Store",49.1910885,-122.9472736
"NEW WESTMINSTER","RIVER'S REACH LIQUOR STORE","320  6TH ST","Private Liquor Store",49.2094956,-122.9160453
"NEW WESTMINSTER","ROYAL SQUARE GLS 097","800 MCBRIDE BLVD","BC Liquor Store",49.222979,-122.914782
"NEW WESTMINSTER","ROYAL TOWERS HOTEL","140 6TH STREET","Private Liquor Store",49.2058701,-122.9118845
"NEW WESTMINSTER","SAPPERTON LIQUOR STORE","444 E COLUMBIA STREET","Private Liquor Store",49.2296966,-122.892735
"NEW WESTMINSTER","VITI AT THE MET","411 COLUMBIA ST","Private Liquor Store",49.204426,-122.9056521
"NORTH VANCOUVER","CAPILANO MALL GLS 152","24 - 935 MARINE DR","BC Liquor Store",49.3222222,-123.0993128
"NORTH VANCOUVER","DOLLARTON VILLAGE GLS 133 - GROCERY STORE","411 N DOLLARTON HWY","BC Liquor Store",49.3065942,-122.9531278
"NORTH VANCOUVER","EDGEMONT LIQUOR SHOPPE","3018 - 3020 EDGEMONT BLVD","Private Liquor Store",49.3367985,-123.1008943
"NORTH VANCOUVER","ESPLANADE GLS 196","100 132 W ESPLANADE","BC Liquor Store",49.3116248,-123.0806977
"NORTH VANCOUVER","EVERYTHING LIQUOR AND BEER","1015 MARINE DRIVE","Private Liquor Store",49.3237451,-123.1021629
"NORTH VANCOUVER","HOLIDAY INN HOTEL & SUITES","700 LILLOOET RD","Private Liquor Store",49.3124114,-123.0254038
"NORTH VANCOUVER","JACK LONSDALE'S PUB","127 - 1433 LONSDALE AVE","Private Liquor Store",49.3213035,-123.0724691
"NORTH VANCOUVER","LYNN VALLEY GLS 247","15 - 1199 LYNN VALLEY RD","BC Liquor Store",49.3344324,-123.0399994
"NORTH VANCOUVER","NORTH SHORE LIQUOR SHOP (LYNN VALLEY)","1262 LYNN VALLEY ROAD","Private Liquor Store",49.3368125,-123.0387759
"NORTH VANCOUVER","NORTH SHORE LIQUOR STORE ","1887 MARINE DRIVE","Private Liquor Store",49.3239332,-123.1200765
"NORTH VANCOUVER","PEMBERTON STATION","135 PEMBERTON AVE","Private Liquor Store",49.317281,-123.108239
"NORTH VANCOUVER","QUEENS CROSS","2989 LONSDALE AVE","Private Liquor Store",49.336323,-123.072327
"NORTH VANCOUVER","RAVEN INN","1052 DEEP COVE RD","Private Liquor Store",49.3163675,-122.9535463
"NORTH VANCOUVER","SAILOR HAGARS PUB","86 SEMISCH AVE","Private Liquor Store",49.3136396,-123.0833908
"NORTH VANCOUVER","SPIRITS OF MT. SEYMOUR - COLD BEER, WINE, LIQUOR","D120  1133 MOUNT SEYMOUR RD","Private Liquor Store",49.316462,-122.9692883
"NORTH VANCOUVER","THE GULL LIQUOR STORE","715  333 BROOKSBANK AVENUE","Private Liquor Store",49.3094859,-123.0426323
"NORTH VANCOUVER","TOBY'S LIQUOR STORE","1520 BARROW STREET","Private Liquor Store",49.3045191,-123.031189
"NORTH VANCOUVER","WESTVIEW GLS 107","770 - 2601 WESTVIEW DRIVE","BC Liquor Store",49.3330716,-123.0884644
"NORTH VANCOUVER","","115 - 118 2135 FRONT STREET","Proposed Store Location",49.3061349,-123.0183006
"NORTH VANCOUVER","","900 - 333 BROOKSBANK AVENUE","Proposed Store Location",49.3094859,-123.0426323
"OAK BAY","CORK & BARREL SPIRIT MERCHANTS","118 - 2187 OAK BAY AVE","Private Liquor Store",48.4263527,-123.3163194
"OKANAGAN FALLS","GREY SAGE LIQUOR STORE","1045 MAIN STREET","Private Liquor Store",49.3432173,-119.5711861
"OLIVER","DESERT ARMS HOTEL","6341 MAIN STREET","Private Liquor Store",49.1846602,-119.5501587
"OLIVER","DESERT COUNTRY LIQUOR STORE","170 - 34017  97TH ST","Private Liquor Store",49.1709628,-119.5554803
"OLIVER","OLIVER GLS 069","5966 MAIN STREET","BC Liquor Store",49.1793588,-119.5519498
"OSOYOOS","OSOYOOS GLS 083","8110 MAIN ST","BC Liquor Store",49.0330314,-119.4635292
"OSOYOOS","OWL LIQUOR STORE","7603 SPARTAN DRIVE","Private Liquor Store",49.033371,-119.463183
"OSOYOOS","SAGE LICENSED LIQUOR STORE","6405 67TH STREET","Private Liquor Store",49.032304,-119.468163
"PARKSVILLE","BAYSIDE WINE & SPIRITS","240 DOGWOOD STREET","Private Liquor Store",49.3250385,-124.3235221
"PARKSVILLE","LIQUOR DEPOT (PARKSVILLE)","UNIT 1 160 CORFIELD ST","Private Liquor Store",49.319579,-124.3066
"PARKSVILLE","OCEAN LIQUOR STORE","491 EAST ISLAND HIGHWAY","Private Liquor Store",49.31821,-124.296535
"PARKSVILLE","PARKSVILLE GLS 042","319B E ISLAND HWY","BC Liquor Store",49.3193555,-124.3028155
"PARKSVILLE","PARKSVILLE LIQUOR DEPOT","163 SOUTH ALBERNI HIGHWAY","Private Liquor Store",49.319149,-124.314232
"PARKSVILLE","PARKSVILLE NORTH GLS 157","WEMBLY MALL","BC Liquor Store",49.3193375,-124.3136412
"PEACHLAND","GASTHAUS SPECIALTY WINES & LIQUOR STORE","5790 BEACH AVE","Private Liquor Store",49.774105,-119.735955
"PEACHLAND","PEACHLAND PRIVATE LIQUOR STORE","14 5500 CLEMENTS CRESENT","Private Liquor Store",49.784562,-119.71849
"PEMBERTON","PEMBERTON GLS 101","102-7445 FRONTIER ST","BC Liquor Store",50.3229414,-122.8064125
"PEMBERTON","PEMBERTON HOTEL","7423 FRONTIER STREET","Private Liquor Store",50.321272,-122.8067668
"PENDER ISLAND","MEDICINE BEACH LIQUOR STORE","5827 SCHOONER WAY","Private Liquor Store",48.7614887,-123.2707178
"PENDER ISLAND","PENDER ISLAND GLS 155","6 - 4605 BEDWELL HARBOUR RD","BC Liquor Store",48.7951554,-123.2835204
"PENTICTON","BARLEY MILL PUB RESTAURANT & BEER STORE","2460 SKAHA LAKE RD","Private Liquor Store",49.4697796,-119.5839815
"PENTICTON","CHERRY LANE LIQUOR STORE","164 - 2111 MAIN STREET","Private Liquor Store",49.4728131,-119.5838781
"PENTICTON","CLANCY'S LIQUOR STORE","333 MARTIN ST.","Private Liquor Store",49.4982409,-119.5934422
"PENTICTON","FAIRVIEW LIQUOR STORE ","101- 1652 FAIRVIEW RD","Private Liquor Store",49.4810334,-119.59433
"PENTICTON","GOVERNMENT STREET LIQUOR STORE & WINE SHOPPE","1173 GOVERNMENT ST","Private Liquor Store",49.4884577,-119.5793558
"PENTICTON","JESTERS BEER 'N' WINE","3502 SKAHA LAKE ROAD","Private Liquor Store",49.456504,-119.5872122
"PENTICTON","LAST CALL LIQUOR MART","UNIT 110 - 251 GREEN AVENUE WEST","Private Liquor Store",49.4632426,-119.5871773
"PENTICTON","PENTICTON PLAZA GLS 130","405 1301 MAIN ST","BC Liquor Store",49.4842134,-119.5888178
"PENTICTON","RIVERSIDE LIQUOR STORE","152 - 290 RIVERSIDE DRIVE","Private Liquor Store",49.4956093,-119.6159926
"PENTICTON","THREE GABLES HOTEL","360 MARTIN STREET","Private Liquor Store",49.4975716,-119.5930614
"PITT MEADOWS","JOLLY COACHMAN","19167 FORD RD","Private Liquor Store",49.222755,-122.690409
"PITT MEADOWS","LOUGHEED LIQUOR STORE","13 - 19040 LOUGHEED HWY","Private Liquor Store",49.2312342,-122.6933598
"PITT MEADOWS","MEADOWTOWN GLS 165","UNIT 810 - 19800 LOUGHEED HWY","BC Liquor Store",49.2203276,-122.6722847
"PITT MEADOWS","RAMADA INN AND SUITES","19267 LOUGHEED HWY","Private Liquor Store",49.2308912,-122.6875121
"PORT ALBERNI","ALBERNI LIQUOR STORE","2970 ALBERNI HIGHWAY","Private Liquor Store",49.2662035,-124.7722669
"PORT ALBERNI","BEAUFORT HOTEL","4963 ANGUS ST.","Private Liquor Store",49.233613,-124.806589
"PORT ALBERNI","CM LIQUOR STORE","3684 3RD AVENUE","Private Liquor Store",49.2511175,-124.8082246
"PORT ALBERNI","CREEKERS LIQUOR BEER AND WINE STORE","4850 BEAVER CREEK RD","Private Liquor Store",49.2611546,-124.8185328
"PORT ALBERNI","HOSPITALITY INN","3835 REDFORD STREET","Private Liquor Store",49.245691,-124.792092
"PORT ALBERNI","LIQUOR DEPOT (PORT ALBERNI)","5086 JOHNSTON ROAD","Private Liquor Store",49.25732,-124.812929
"PORT ALBERNI","LIQUOR STORE ","10695 LAKESHORE RD","Private Liquor Store",49.285386,-124.975844
"PORT ALBERNI","PORT ALBERNI GLS 040","3764 10TH AVE","BC Liquor Store",49.24457,-124.798497
"PORT ALBERNI","THE BARCLAY","4277 STAMP AVE","Private Liquor Store",49.2512154,-124.8081777
"PORT ALBERNI","WEST WIND BEER AND WINE STORE","4940 CHERRY CREEK RD","Private Liquor Store",49.2646694,-124.7889649
"PORT ALICE","PORT ALICE GLS 128","1071 MARINE DR","BC Liquor Store",50.4264186,-127.4884493
"PORT COQUITLAM","ARMS BEER WINE & LIQUOR STORE","3255 COAST MERIDIAN ROAD","Private Liquor Store",49.271945,-122.757281
"PORT COQUITLAM","GILLNETTER PUB","1864 ARGUE AVE","Private Liquor Store",49.234974,-122.767262
"PORT COQUITLAM","NICOLA STATION GLS 089","140 - 1097 NICOLA AVE","BC Liquor Store",49.2580644,-122.7448953
"PORT COQUITLAM","SAMZ LIQUOR STORE (PORT COQUITLAM)","2342 ELGIN AVENUE","Private Liquor Store",49.2637494,-122.781431
"PORT COQUITLAM","SELECT LIQUOR STORE","1760 KINGSWAY","Private Liquor Store",49.253496,-122.764707
"PORT COQUITLAM","SHAUGHNESSY PUB & BEER & WINE STORE","2089 LOUGHEED HWY","Private Liquor Store",49.266698,-122.773585
"PORT COQUITLAM","WESTWOOD CENTRE GLS 163","100 2748 LOUGHEED HWY","BC Liquor Store",49.2715124,-122.7898786
"PORT COQUITLAM","","850 VILLAGE DRIVE","Proposed Store Location",49.2522347,-122.7379958
"PORT HARDY","I.V.'S BEER & WINE STORE","6555 HARDY BAY ROAD","Private Liquor Store",50.7123563,-127.4915256
"PORT HARDY","PORT HARDY AIRPORT INN","4030 BYNG RD","Private Liquor Store",50.6881889,-127.3875139
"PORT HARDY","PORT HARDY GLS 236","8775 GRANVILLE ST","BC Liquor Store",50.7206975,-127.4968302
"PORT MCNEILL","DALEWOOD INN BEER & WINE","1703 BROUGHTON BLVD","Private Liquor Store",50.5900958,-127.0864077
"PORT MCNEILL","HAIDA WAY MOTOR INN","1817 CAMPBELL WAY","Private Liquor Store",50.5862533,-127.0850811
"PORT MCNEILL","PORT MCNEILL GLS 115","1705 CAMPBELL WAY","BC Liquor Store",50.589054,-127.0869899
"PORT MOODY","GOLDEN SPIKE PUB","3224 ST  JOHN'S ST","Private Liquor Store",49.276879,-122.832471
"PORT MOODY","JAKE'S CROSSING","2414 ST. JOHN'S STREET","Private Liquor Store",49.2769331,-122.8574415
"PORT MOODY","NEWPORT LIQUOR MERCHANTS","215 A NEWPORT DRIVE","Private Liquor Store",49.2826394,-122.8269354
"PORT MOODY","PORT MOODY GLS 205","101 - 130 BREW STREET","BC Liquor Store",49.2799644,-122.8285913
"PORT MOODY","PORT MOODY LIQUOR STORE","4 - 2929 ST. JOHNS ST","Private Liquor Store",49.2762609,-122.8465066
"PORT RENFREW","LIGHTHOUSE COLD BEER & WINE STORE","PARKINSON ROAD","Private Liquor Store",48.5550603,-124.4115018
"POUCE COUPE","THE LIQUOR BOX","5102 50TH AVENUE","Private Liquor Store",55.716136,-120.130552
"POWELL RIVER","BEACH GARDENS RESORT HOTEL","7074 WESTMINSTER ST","Private Liquor Store",49.802383,-124.51792
"POWELL RIVER","CAPONE'S CELLAR","101 - 7010 DUNCAN STREET","Private Liquor Store",49.835724,-124.519638
"POWELL RIVER","CRANBERRY INN LIQUOR STORE","5728 MANSON AVE","Private Liquor Store",49.871389,-124.528449
"POWELL RIVER","DUKE'S LIQUOR STORE","7 - 4493 MARINE AVENUE","Private Liquor Store",49.83756,-124.527955
"POWELL RIVER","HERITAGE LIQUOR STORE","6251 YEW STREET","Private Liquor Store",49.873138,-124.551953
"POWELL RIVER","POWELL RIVER GLS 041","91 - 7100 ALBERNI ST","BC Liquor Store",49.8446431,-124.5172472
"POWELL RIVER","RED LION LICENSED LIQUOR STORE","5987 LUND STREET","Private Liquor Store",49.88862,-124.563177
"POWELL RIVER","WESTVIEW BEER, WINE & SPIRITS","4675 ONTARIO AVE.","Private Liquor Store",49.8438935,-124.5148338
"PRINCE GEORGE","ALFREDO'S PUB","4182  15TH AVE","Private Liquor Store",53.910637,-122.801469
"PRINCE GEORGE","BON VOYAGE LIQUOR STORE","118  4488 HWY 16 WEST","Private Liquor Store",53.9195452,-122.7476935
"PRINCE GEORGE","BX PUB","433 CARNEY ST","Private Liquor Store",53.92145,-122.769697
"PRINCE GEORGE","CHP LICENSED LIQUOR STORE","112 - 6333 SOUTHRIDGE AVE","Private Liquor Store",53.8642515,-122.7885427
"PRINCE GEORGE","COLD BEER & LIQUOR STORE","6475 JOHN HART HWY","Private Liquor Store",53.9882398,-122.7846751
"PRINCE GEORGE","DENMAN'S WINE AND SPIRITS ","770 BRUNSWICK STREET","Private Liquor Store",53.913478,-122.750268
"PRINCE GEORGE","EASTWAY LIQUOR BOX","1836 BOUNDARY ROAD","Private Liquor Store",53.8416495,-122.7439773
"PRINCE GEORGE","FIRST LITRE","1724 STRATHCONA AVE","Private Liquor Store",53.9024909,-122.7597561
"PRINCE GEORGE","LIQUOR AT THE RAMADA","444 GEORGE ST","Private Liquor Store",53.9150787,-122.7435336
"PRINCE GEORGE","LIQUOR DEPOT (PRINCE GEORGE)","2324  2150 FERRY AVE","Private Liquor Store",53.8891375,-122.7683067
"PRINCE GEORGE","LIQUOR ON 5TH","460 OSPIKA BOULEVARD","Private Liquor Store",53.9196362,-122.794105
"PRINCE GEORGE","LIQUOR ON THE HART","4327 NORDIC DRIVE","Private Liquor Store",53.9989917,-122.8000553
"PRINCE GEORGE","NORTHWOOD MOTOR INN","2280 HART HWY","Private Liquor Store",53.9449312,-122.7620276
"PRINCE GEORGE","PG LIQUOR BOX","9912 SINTICH ROAD","Private Liquor Store",53.8499672,-122.7055731
"PRINCE GEORGE","PRINCE GEORGE COLLEGE HEIGHTS GLS 154","5242 DOMANO BLVD","BC Liquor Store",53.8680917,-122.7736727
"PRINCE GEORGE","PRINCE GEORGE HART GLS 114","6555 HART HWY","BC Liquor Store",53.9890861,-122.7864297
"PRINCE GEORGE","PRINCE GEORGE PINE CENTRE GLS 174","3173 MASSEY DR","BC Liquor Store",53.899345,-122.780671
"PRINCE GEORGE","SHOOTERS LICENSED LIQUOR STORE ","1512 12TH AVE","Private Liquor Store",53.911318,-122.755106
"PRINCE GEORGE","SHOOTERS LICENSED LIQUOR STORE #4","6957 GISCOME ROAD","Private Liquor Store",53.898141,-122.618801
"PRINCE GEORGE","SHOOTERS LICENSED LIQUOR STORE #7","4038 COWART RD","Private Liquor Store",53.880266,-122.76906
"PRINCE GEORGE","SHOOTERS LICENSED LIQUOR STORE (MONTEREY ROAD)","6055 MONTEREY ROAD","Private Liquor Store",53.978778,-122.771094
"PRINCE GEORGE","SHOOTERS LIQUOR STORE","5787 ALBERT PLACE","Private Liquor Store",53.865984,-122.769786
"PRINCE GEORGE","SHOOTERS LIQUOR STORE #6","100 TABOR BLVD S","Private Liquor Store",53.9269644,-122.8029856
"PRINCE GEORGE","SPRUCELAND 10TH AVENUE LIQUOR STORE ","3244  10TH AVE","Private Liquor Store",53.9157394,-122.7833364
"PRINCE GEORGE","","5100 NORTH NECHAKO RD","Proposed Store Location",53.9604426,-122.8156611
"PRINCE RUPERT","11TH AVE LIQUOR STORE","1352  11TH AVE E","Private Liquor Store",54.321363,-130.29387
"PRINCE RUPERT","BELMONT HOTEL","725 3RD AVE W","Private Liquor Store",54.310518,-130.328039
"PRINCE RUPERT","LIQUOR WAREHOUSE","1125 PARK AVE","Private Liquor Store",54.307211,-130.333561
"PRINCE RUPERT","PRINCE RUPERT GLS 035","100 2ND AVE W","BC Liquor Store",54.314366,-130.32576
"PRINCE RUPERT","PRINCE RUPERT HOTEL","118 6TH STREET","Private Liquor Store",54.311687,-130.329311
"PRINCE RUPERT","SPIRITS OF COW BAY COLD BEER, LIQUOR & WINE STORE","5 COW BAY ROAD","Private Liquor Store",54.3173182,-130.3178559
"PRINCETON","PRINCETON GLS 037","130 HAROLD ST","BC Liquor Store",49.4611323,-120.5101162
"PRINCETON","PRINCETON LICENSED LIQUOR STORE","199 HIGHWAY 3","Private Liquor Store",49.456652,-120.5078197
"QUALICUM BEACH","CROWN AND ANCHOR BEER AND WINE STORE","6120 ISLAND HWY W","Private Liquor Store",49.4058018,-124.633118
"QUALICUM BEACH","QUALICUM BEACH RESORT","532 MEMORIAL AVE","Private Liquor Store",49.3513827,-124.4438864
"QUALICUM BEACH","QUALICUM GLS 034","706 PRIMROSE ST","BC Liquor Store",49.3467733,-124.4442438
"QUALICUM BEACH","SHADY REST HOTEL COLD BEER, WINE & SPIRITS","3109 WEST ISLAND HIGHWAY","Private Liquor Store",49.3555037,-124.4635241
"QUALICUM BEACH","","ALBERNI HIGHWAY & DOGLEG ROAD & HILLIERS ROAD","Proposed Store Location",49.3311614,-124.4495992
"QUEEN CHARLOTTE CITY","HOWLERS PRIVATE LIQUOR STORE","2600 3RD AVE","Private Liquor Store",53.2551944,-132.100163
"QUEEN CHARLOTTE CITY","QUEEN CHARLOTTE GLS 211","115 OCEANVIEW DRIVE","BC Liquor Store",53.2546606,-132.093574
"QUESNEL","BILLY BARKER CASINO HOTEL ","308 MCLEAN STREET","Private Liquor Store",52.9778462,-122.4947395
"QUESNEL","CARIBOO HOTEL","254 FRONT ST","Private Liquor Store",52.9766029,-122.4978733
"QUESNEL","COLUMBIA AVE. LIQUOR STORE","940 CHEW ROAD","Private Liquor Store",52.9637399,-122.4424496
"QUESNEL","HITCHIN POST COLD BEER, WINE & SPIRITS","2901 PINNACLES ROAD","Private Liquor Store",53.0196132,-122.6048127
"QUESNEL","QUESNEL GLS 043","488 REID ST","BC Liquor Store",52.980462,-122.49663
"QUESNEL","RED BLUFF COUNTRY PUB","1262 MAPLE HEIGHTS RD","Private Liquor Store",52.9590419,-122.4461816
"QUESNEL","SOUTH QUESNEL LIQUOR STORE","2330 HYDRAULIC RD","Private Liquor Store",52.9780445,-122.4409622
"QUESNEL","WESTSIDE LIQUOR MARKET","10  155 MALCOLM DRIVE","Private Liquor Store",52.9733385,-122.5050969
"QUESNEL","","665 NEWMAN ROAD","Proposed Store Location",52.9684275,-122.4412322
"RADIUM HOT SPRINGS","RADIUM GLS 245","7531 HWY 95","BC Liquor Store",50.6190437,-116.0698777
"RADIUM HOT SPRINGS","RADIUM LIQUOR STORE","7538 MAIN ST. E","Private Liquor Store",50.6207283,-116.0704741
"RADIUM HOT SPRINGS","ROCKY MOUNTAIN COLD BEER, WINE & SPIRITS (RADIUM)","7493 MAIN STREET","Private Liquor Store",50.6213907,-116.0717534
"REVELSTOKE","BIG EDDY INN","2108 BIG EDDY ROAD","Private Liquor Store",50.9977918,-118.2314481
"REVELSTOKE","BOULDER MOUNTAIN LIQUOR STORE","1925 LAFORME BLVD","Private Liquor Store",51.0101828,-118.2196628
"REVELSTOKE","LAST CALL LIQUOR STORE","110 BOYLE AVENUE","Private Liquor Store",51.0005126,-118.1978428
"REVELSTOKE","REGENT MOTOR INN","112 1ST ST  E","Private Liquor Store",50.9987505,-118.1952448
"REVELSTOKE","REVELSTOKE GLS 045","111 CAMPBELL AVE","BC Liquor Store",51.0002885,-118.1956964
"RICHMOND","BRIDGEPORT LIQUOR STORE","180 - 3031 BECKMAN PLACE","Private Liquor Store",49.191717,-123.109274
"RICHMOND","CAMBIE PLAZA LIQUOR STORE","185- 11700 CAMBIE RD","Private Liquor Store",49.1842681,-123.09342
"RICHMOND","EXECUTIVE COLD BEER & WINE STORE","7211 WESTMINSTER HIGHWAY","Private Liquor Store",49.1702754,-123.1453912
"RICHMOND","KINGSWOOD PUB BEER, WINE & LIQUOR STORE","10 - 9371 NO 5 ROAD","Private Liquor Store",49.1448493,-123.0920862
"RICHMOND","LEGENDS PRIVATE LIQUOR STORE","105/110-3671 WESTMINSTER HWY","Private Liquor Store",49.1703283,-123.1830347
"RICHMOND","LIQUOR DEPOT LANSDOWNE CENTRE","868-5300 NO. 3 ROAD","Private Liquor Store",49.1755327,-123.1324264
"RICHMOND","LIQUOR TOWN","UNIT 120 - 8180 NUMBER 2 ROAD ","Private Liquor Store",49.1545522,-123.1580859
"RICHMOND","MALONE'S GARDEN CITY LIQUOR STORE","400 - 9100 BLUNDELL ROAD","Private Liquor Store",49.1552715,-123.1237634
"RICHMOND","O'HARE'S LIQUOR STORE","5031 STEVESTON HIGHWAY","Private Liquor Store",49.13404,-123.16924
"RICHMOND","PARK LIQUOR STORE","8088 PARK ROAD","Private Liquor Store",49.1647009,-123.1364391
"RICHMOND","PIONEERS PUB ","200 - 10111 NO.3 ROAD","Private Liquor Store",49.1399295,-123.1377428
"RICHMOND","RICHMOND BRIGHOUSE GLS 076","100 8100 ACKROYD RD","BC Liquor Store",49.1719907,-123.1348265
"RICHMOND","RICHMOND IRONWOOD GLS 120","3170 - 11666 STEVESTON HWY","BC Liquor Store",49.1320664,-123.0954851
"RICHMOND","RICHMOND LIQUOR STORE ","135/140, 8555 SEA ISLAND WAY","Private Liquor Store",49.1916899,-123.1287891
"RICHMOND","RICHMOND LIQUOR STORE MERCHANTS","7551 WESTMINSTER HWY","Private Liquor Store",49.1709633,-123.141893
"RICHMOND","RICHMOND SEAFAIR GLS 244","10 - 8671 NO 1 RD","BC Liquor Store",49.1495918,-123.1828201
"RICHMOND","SHADY ISLAND LIQUOR STORE","112 - 3800 BAYVIEW ST","Private Liquor Store",49.124088,-123.184197
"RICHMOND","STEVESTON HOTEL ","12111 3RD AVE","Private Liquor Store",49.1228882,-123.1367357
"RICHMOND","TUGBOAT ANNIE'S LIQUOR STORE","2175 - 21000 WESTMINSTER HWY","Private Liquor Store",49.1690437,-122.9910678
"RICHMOND","WEST COAST LIQUOR COMPANY YVR","1103  3211 GRANT MCCONACHIE WAY","Private Liquor Store",49.1959302,-123.1779047
"RICHMOND","","9291 ALDERBRIDGE WAY","Proposed Store Location",49.1773816,-123.1289826
"ROSSLAND","FLYING STEAMSHOVEL COLD BEER, WINE & SPIRITS","1938 COLUMBIA AVENUE","Private Liquor Store",49.0770478,-117.8014338
"ROSSLAND","ROSSLAND GLS 044","2065 COLUMBIA AVE","BC Liquor Store",49.0767656,-117.7990968
"SAANICH","BIRD COLD BEER, WINE & SPIRITS","4291 GLANFORD AVE","Private Liquor Store",48.4855551,-123.3882295
"SAANICH","CASCADIA FINE WINES, ALES & SPIRITS","101 - 3671 UPTOWN BOULEVARD","Private Liquor Store",48.4551201,-123.3758628
"SAANICH","LIQUOR DEPOT","104 3510 BLANSHARD STREET","Private Liquor Store",48.456435,-123.3736633
"SAANICH","LIQUOR PLUS (QUADRA AVE)","603-3991 QUADRA AVE","Private Liquor Store",48.469788,-123.3644273
"SAANICH","LIQUOR PLUS (WEST SAANICH ROAD)","4468 WEST SAANICH ROAD","Private Liquor Store",48.4929151,-123.3874997
"SAANICH","MAUDE HUNTERS","3810 SHELBOURNE ST","Private Liquor Store",48.4622319,-123.3328861
"SAANICH","METRO LIQUOR (SAANICH)","4  3960 SHELBOURNE STREET","Private Liquor Store",48.469546,-123.3326864
"SAANICH","METRO LIQUOR TUSCANY VILLAGE ","101  1660 MACKENZIE AVE","Private Liquor Store",48.4686791,-123.3315933
"SAANICH","MONKEY TREE PUB","4025 BORDEN ST","Private Liquor Store",48.4709214,-123.361292
"SAANICH","RED LION INN","3366 DOUGLAS ST","Private Liquor Store",48.4515087,-123.3752297
"SAANICH","SMUGGLER'S COVE LIQUOR STORE","3837 CADBORO BAY ROAD","Private Liquor Store",48.461338,-123.2971063
"SAANICH","TILLICUM CENTRE LIQUOR EXPRESS","166  3170 TILLICUM ROAD","Private Liquor Store",48.4537638,-123.3963003
"SAANICHTON","PRAIRIE INN","7806 E  SAANICH RD","Private Liquor Store",48.5943071,-123.4173023
"SAANICHTON","WADDLING DOG INN","2476 MOUNT NEWTON X RD","Private Liquor Store",48.5945434,-123.3968106
"SALMO","BULL MOUNTAIN INN COLD BEER, WINE & LIQUOR STORE","105 4TH STREET","Private Liquor Store",49.1948585,-117.2787893
"SALMO","SALMO GLS 207","115 MAIN ST","BC Liquor Store",49.1934381,-117.2792946
"SALMO","SILVER DOLLAR COLD BEER, WINE & SPIRITS STORE","115 4TH STREET","Private Liquor Store",49.1944787,-117.278281
"SALMON ARM","HIDEAWAY PUB LIQUOR STORE","973 LAKESHORE DR SW","Private Liquor Store",50.6981925,-119.2972203
"SALMON ARM","PICCADILLY LIQUOR STORE","112 - 1151  10TH AVE SW","Private Liquor Store",50.6942698,-119.2987357
"SALMON ARM","SALMON ARM GLS 048","500-360 TRANS CANADA HWY","BC Liquor Store",50.6989654,-119.2900755
"SALMON ARM","SALMON ARM LIQUOR STORE","111 LAKESHORE DR NE","Private Liquor Store",50.7024118,-119.2841746
"SALMON ARM","SETTERS PUB LIQUOR STORE","2950 11TH AVENUE NORTHEAST","Private Liquor Store",50.708033,-119.251198
"SALMON ARM","WEST 30TH LIQUOR STORE","1050  30TH STREET SW","Private Liquor Store",50.69216,-119.319052
"SALT SPRING ISLAND","FULFORD BEER, WINE & SPIRITS","2661 FULFORD-GANGES ROAD","Private Liquor Store",48.7716572,-123.4620255
"SALT SPRING ISLAND","GANGES GLS 204","1107 115 FULFORD GANGES RD","BC Liquor Store",48.8531347,-123.4981827
"SALT SPRING ISLAND","THE LOCAL LICENSED LIQUOR STORE","133 LOWER GANGES ROAD","Private Liquor Store",48.8537149,-123.5001154
"SALT SPRING ISLAND","UPPER GANGES LIQUOR STORE","378 LOWER GANGES ROAD","Private Liquor Store",48.8608428,-123.5108263
"SAYWARD","CYPRESS PUB COLD BEER, WINE & SPIRITS STORE","1590 SAYWARD ROAD","Private Liquor Store",50.3768092,-125.9544089
"SECHELT","GILLIGAN'S PUB","5770 TEREDO ST","Private Liquor Store",49.47113,-123.762253
"SECHELT","LIGHTHOUSE LIQUOR STORE","5580 WHARF STREET","Private Liquor Store",49.4743317,-123.7545294
"SECHELT","SECHELT GLS 230","5755 COWRIE ST","BC Liquor Store",49.4718154,-123.7609967
"SETON PORTAGE","HIGHLINE COLD BEER, WINE & SPIRITS STORE","1 SETON PORTAGE RD","Private Liquor Store",50.7074125,-122.2873774
"SHAWNIGAN LAKE","BLACK SWAN INN","2890 SHAWNIGAN LAKE RD","Private Liquor Store",48.6605394,-123.6275247
"SICAMOUS","BROTHERS PUB","420 MAIN ST","Private Liquor Store",50.8361641,-118.9845461
"SICAMOUS","MOOSE MULLIGANS LICENSED LIQUOR STORE","1122 RIVERSIDE AVENUE","Private Liquor Store",50.833777,-118.990641
"SICAMOUS","SICAMOUS GLS 092","309 MAIN ST","BC Liquor Store",50.834727,-118.986674
"SIDNEY","BEACON LANDING LICENSED LIQUOR STORE","2537 BEACON AVE","Private Liquor Store",48.6487639,-123.3945588
"SIDNEY","SIDNEY COLD BEER & WINE STORE","2280 BEACON AVENUE","Private Liquor Store",48.6494134,-123.4045354
"SIDNEY","SIDNEY GLS 050","2335 BEACON AVE","BC Liquor Store",48.6489217,-123.4029884
"SMITHERS","HILLTOP INN","1869 MAIN ST","Private Liquor Store",54.782038,-127.152192
"SMITHERS","LIQUOR WAREHOUSE","1114 QUEEN ST","Private Liquor Store",54.780588,-127.174646
